type	abstr_utt	abstr_da	utt	da
apologize	no i would like to go to *STOP	"inform(to_stop=""*STREET"")"	no i would like to go to Park Place	*=notfound, to_stop=Park Place
request	no i would like to go to *STOP	"inform(to_stop=""*STREET"")"	no i would like to go to Canal Street	from_stop=?
confirm-request	no i would like to go to *STOP	"inform(to_stop=""*STREET"")"	no i would like to go to Columbia University	confirm: to_stop=Columbia University; request: from_stop=?
confirm	no i would like to go to *STOP	"inform(to_stop=""*STREET"")"	no i would like to go to Columbia University	to_stop=Columbia University
reply	no i would like to travel to *STOP	"inform(to_stop=""*STOP"")"	no i would like to travel to Houston Street	line=D, from_stop=Fulton Street, direction=Houston Street, departure_time=8:07am, vehicle=subway
apologize	no i would like to travel to *STOP	"inform(to_stop=""*STOP"")"	no i would like to travel to Port Authority Bus Terminal	*=notfound, to_stop=Port Authority Bus Terminal
request	no i would like to travel to *STOP	"inform(to_stop=""*STOP"")"	no i would like to travel to Broad Street	from_stop=?
confirm-request	no i would like to travel to *STOP	"inform(to_stop=""*STOP"")"	no i would like to travel to Cortlandt Street	confirm: to_stop=Cortlandt Street; request: from_stop=?
confirm	no i would like to travel to *STOP	"inform(to_stop=""*STOP"")"	no i would like to travel to Cortlandt Street	to_stop=Cortlandt Street
reply	ok i want to go to *STOP	"inform(to_stop=""*STREET"")"	ok i want to go to Broad Street	line=M57, from_stop=Union Square, departure_time=4:17pm, direction=Broad Street, vehicle=bus
apologize	ok i want to go to *STOP	"inform(to_stop=""*STREET"")"	ok i want to go to Marble Hill	*=notfound, to_stop=Marble Hill
request	ok i want to go to *STOP	"inform(to_stop=""*STREET"")"	ok i want to go to Wall Street	from_stop=?
confirm-request	ok i want to go to *STOP	"inform(to_stop=""*STREET"")"	ok i want to go to Canal Street	confirm: to_stop=Canal Street; request: from_stop=?
confirm	ok i want to go to *STOP	"inform(to_stop=""*STREET"")"	ok i want to go to Canal Street	to_stop=Canal Street
reply	ok i would like to go to *STOP	"inform(to_stop=""*STREET"")"	ok i would like to go to Rockefeller Center	from_stop=Wall Street, departure_time=11:18am, direction=Rockefeller Center, line=M21, vehicle=bus
apologize	ok i would like to go to *STOP	"inform(to_stop=""*STREET"")"	ok i would like to go to Herald Square	*=notfound, to_stop=Herald Square
request	ok i would like to go to *STOP	"inform(to_stop=""*STREET"")"	ok i would like to go to Bowling Green	from_stop=?
confirm-request	ok i would like to go to *STOP	"inform(to_stop=""*STREET"")"	ok i would like to go to Prince Street	confirm: to_stop=Prince Street; request: from_stop=?
confirm	ok i would like to go to *STOP	"inform(to_stop=""*STREET"")"	ok i would like to go to Prince Street	to_stop=Prince Street
reply	then i would like to get a *NUMBER o'clock travel to *STOP	"inform(to_stop=""*STOP"")&inform(arrival_time=""*ARRIVAL_TIME"")"	then i would like to get a eight o'clock travel to Cathedral Parkway	direction=Cathedral Parkway, from_stop=City Hall, vehicle=bus, departure_time=11:17am, line=M31
apologize	then i would like to get a *NUMBER o'clock travel to *STOP	"inform(to_stop=""*STOP"")&inform(arrival_time=""*ARRIVAL_TIME"")"	then i would like to get a eleven o'clock travel to Fulton Street	*=notfound, to_stop=Fulton Street, arrival_time=11:00
request	then i would like to get a *NUMBER o'clock travel to *STOP	"inform(to_stop=""*STOP"")&inform(arrival_time=""*ARRIVAL_TIME"")"	then i would like to get a nine o'clock travel to Bowling Green	from_stop=?
confirm-request	then i would like to get a *NUMBER o'clock travel to *STOP	"inform(to_stop=""*STOP"")&inform(arrival_time=""*ARRIVAL_TIME"")"	then i would like to get a ten o'clock travel to Houston Street	confirm: to_stop=Houston Street, arrival_time=10:00; request: from_stop=?
confirm	then i would like to get a *NUMBER o'clock travel to *STOP	"inform(to_stop=""*STOP"")&inform(arrival_time=""*ARRIVAL_TIME"")"	then i would like to get a ten o'clock travel to Houston Street	to_stop=Houston Street, arrival_time=10:00
reply	yeah i do want to depart from *STOP	"confirm(from_stop=""*STREET"")"	yeah i do want to depart from Columbus Circle	vehicle=bus, line=M66, from_stop=Columbus Circle, direction=City Hall, departure_time=8:10am
apologize	yeah i do want to depart from *STOP	"confirm(from_stop=""*STREET"")"	yeah i do want to depart from Herald Square	*=notfound, from_stop=Herald Square
request	yeah i do want to depart from *STOP	"confirm(from_stop=""*STREET"")"	yeah i do want to depart from Bleecker Street	to_stop=?
confirm-request	yeah i do want to depart from *STOP	"confirm(from_stop=""*STREET"")"	yeah i do want to depart from Penn Station	confirm: from_stop=Penn Station; request: to_stop=?
confirm	yeah i do want to depart from *STOP	"confirm(from_stop=""*STREET"")"	yeah i do want to depart from Penn Station	from_stop=Penn Station
reply	yes i am leaving from *STOP and i would like to get to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i am leaving from East Broadway and i would like to get to Times Square	departure_time=8:10am, direction=Times Square, vehicle=subway, line=2, from_stop=East Broadway
apologize	yes i am leaving from *STOP and i would like to get to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i am leaving from Roosevelt Island and i would like to get to Park Place	*=notfound, from_stop=Roosevelt Island, to_stop=Park Place
confirm	yes i am leaving from *STOP and i would like to get to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i am leaving from Delancey Street and i would like to get to Washington Square	from_stop=Delancey Street, to_stop=Washington Square
reply	yes i am still here can we take the *VEHICLE 	"inform(vehicle=""*VEHICLE"")"	yes i am still here can we take the bus 	from_stop=Houston Street, line=M8, direction=Dyckman Street, departure_time=8:17am, vehicle=bus
apologize	yes i am still here can we take the *VEHICLE 	"inform(vehicle=""*VEHICLE"")"	yes i am still here can we take the bus 	*=notfound, vehicle=bus
request	yes i am still here can we take the *VEHICLE 	"inform(vehicle=""*VEHICLE"")"	yes i am still here can we take the subway 	from_stop=?, to_stop=?
confirm-request	yes i am still here can we take the *VEHICLE 	"inform(vehicle=""*VEHICLE"")"	yes i am still here can we take the subway 	confirm: vehicle=subway; request: from_stop=?, to_stop=?
confirm	yes i am still here can we take the *VEHICLE 	"inform(vehicle=""*VEHICLE"")"	yes i am still here can we take the subway 	vehicle=subway
reply	yes i am travelling from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i am travelling from Lincoln Center to City Hall	direction=City Hall, vehicle=bus, from_stop=Lincoln Center, departure_time=10:04am, line=M2
apologize	yes i am travelling from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i am travelling from Herald Square to Inwood	*=notfound, from_stop=Herald Square, to_stop=Inwood
confirm	yes i am travelling from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i am travelling from Wall Street to Bowling Green	from_stop=Wall Street, to_stop=Bowling Green
reply	yes i like to travel to *STOP	"inform(to_stop=""*STREET"")"	yes i like to travel to Broad Street	direction=Broad Street, line=M10, departure_time=11:00am, vehicle=bus, from_stop=Chambers Street
apologize	yes i like to travel to *STOP	"inform(to_stop=""*STREET"")"	yes i like to travel to Rockefeller Center	*=notfound, to_stop=Rockefeller Center
request	yes i like to travel to *STOP	"inform(to_stop=""*STREET"")"	yes i like to travel to Lincoln Center	from_stop=?
confirm-request	yes i like to travel to *STOP	"inform(to_stop=""*STREET"")"	yes i like to travel to Astor Place	confirm: to_stop=Astor Place; request: from_stop=?
confirm	yes i like to travel to *STOP	"inform(to_stop=""*STREET"")"	yes i like to travel to Astor Place	to_stop=Astor Place
reply	yes i need a ride from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i need a ride from Grand Central to East Broadway	line=C, vehicle=subway, direction=East Broadway, from_stop=Grand Central, departure_time=10:10am
apologize	yes i need a ride from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i need a ride from Delancey Street to Rector Street	*=notfound, from_stop=Delancey Street, to_stop=Rector Street
confirm	yes i need a ride from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i need a ride from Bryant Park to Fulton Street	from_stop=Bryant Park, to_stop=Fulton Street
reply	yes i need directions to *STOP	"inform(to_stop=""*STREET"")"	yes i need directions to Wall Street	from_stop=Franklin Street, direction=Wall Street, line=Q, departure_time=8:05pm, vehicle=subway
apologize	yes i need directions to *STOP	"inform(to_stop=""*STREET"")"	yes i need directions to Union Square	*=notfound, to_stop=Union Square
request	yes i need directions to *STOP	"inform(to_stop=""*STREET"")"	yes i need directions to Columbia University	from_stop=?
confirm-request	yes i need directions to *STOP	"inform(to_stop=""*STREET"")"	yes i need directions to City Hall	confirm: to_stop=City Hall; request: from_stop=?
confirm	yes i need directions to *STOP	"inform(to_stop=""*STREET"")"	yes i need directions to City Hall	to_stop=City Hall
reply	yes i want to depart from *STOP	"confirm(from_stop=""*STREET"")"	yes i want to depart from Bryant Park	direction=Columbia University, from_stop=Bryant Park, departure_time=8:09am, vehicle=bus, line=M57
apologize	yes i want to depart from *STOP	"confirm(from_stop=""*STREET"")"	yes i want to depart from Grand Central	*=notfound, from_stop=Grand Central
request	yes i want to depart from *STOP	"confirm(from_stop=""*STREET"")"	yes i want to depart from Astor Place	to_stop=?
confirm-request	yes i want to depart from *STOP	"confirm(from_stop=""*STREET"")"	yes i want to depart from Inwood	confirm: from_stop=Inwood; request: to_stop=?
confirm	yes i want to depart from *STOP	"confirm(from_stop=""*STREET"")"	yes i want to depart from Inwood	from_stop=Inwood
reply	yes i want to depart from *STOP yes	"confirm(from_stop=""*STREET"")"	yes i want to depart from Times Square yes	from_stop=Times Square, direction=Park Place, vehicle=bus, departure_time=12:14pm, line=M22
apologize	yes i want to depart from *STOP yes	"confirm(from_stop=""*STREET"")"	yes i want to depart from Inwood yes	*=notfound, from_stop=Inwood
request	yes i want to depart from *STOP yes	"confirm(from_stop=""*STREET"")"	yes i want to depart from Chambers Street yes	to_stop=?
confirm-request	yes i want to depart from *STOP yes	"confirm(from_stop=""*STREET"")"	yes i want to depart from Bryant Park yes	confirm: from_stop=Bryant Park; request: to_stop=?
confirm	yes i want to depart from *STOP yes	"confirm(from_stop=""*STREET"")"	yes i want to depart from Bryant Park yes	from_stop=Bryant Park
reply	yes i want to go from *STOP to *STOP on the *VEHICLE	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	yes i want to go from Dyckman Street to Lincoln Center on the bus	from_stop=Dyckman Street, line=M12, direction=Lincoln Center, departure_time=6:12pm, vehicle=bus
apologize	yes i want to go from *STOP to *STOP on the *VEHICLE	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	yes i want to go from Union Square to Columbia University on the subway	*=notfound, from_stop=Union Square, to_stop=Columbia University, vehicle=subway
confirm	yes i want to go from *STOP to *STOP on the *VEHICLE	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	yes i want to go from Essex Street to Inwood on the bus	from_stop=Essex Street, to_stop=Inwood, vehicle=bus
reply	yes i would like to go from *STOP to gra-	"inform(from_stop=""*STOP"")"	yes i would like to go from Columbus Circle to gra-	direction=Port Authority Bus Terminal, line=M5, from_stop=Columbus Circle, departure_time=3:18pm, vehicle=bus
apologize	yes i would like to go from *STOP to gra-	"inform(from_stop=""*STOP"")"	yes i would like to go from Washington Square to gra-	*=notfound, from_stop=Washington Square
request	yes i would like to go from *STOP to gra-	"inform(from_stop=""*STOP"")"	yes i would like to go from Park Place to gra-	to_stop=?
confirm-request	yes i would like to go from *STOP to gra-	"inform(from_stop=""*STOP"")"	yes i would like to go from Franklin Street to gra-	confirm: from_stop=Franklin Street; request: to_stop=?
confirm	yes i would like to go from *STOP to gra-	"inform(from_stop=""*STOP"")"	yes i would like to go from Franklin Street to gra-	from_stop=Franklin Street
reply	yes i would like to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to go from Park Place to Lincoln Center	from_stop=Park Place, direction=Lincoln Center, line=2, departure_time=8:06pm, vehicle=subway
apologize	yes i would like to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to go from Essex Street to Bowling Green	*=notfound, from_stop=Essex Street, to_stop=Bowling Green
confirm	yes i would like to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to go from Dyckman Street to Herald Square	from_stop=Dyckman Street, to_stop=Herald Square
reply	yes i would like to leave later at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	yes i would like to leave later at eleven am	departure_time=11:14am, direction=Inwood, vehicle=bus, line=M102, from_stop=Bowling Green
apologize	yes i would like to leave later at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	yes i would like to leave later at five pm	*=notfound, departure_time=5:00, ampm=pm
request	yes i would like to leave later at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	yes i would like to leave later at one pm	from_stop=?, to_stop=?
confirm-request	yes i would like to leave later at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	yes i would like to leave later at seven pm	confirm: departure_time=7:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	yes i would like to leave later at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	yes i would like to leave later at seven pm	departure_time=7:00, ampm=pm
reply	yes i would like to ride from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to ride from City Hall to Delancey Street	line=M20, from_stop=City Hall, direction=Delancey Street, vehicle=bus, departure_time=11:11am
apologize	yes i would like to ride from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to ride from Broad Street to Columbus Circle	*=notfound, from_stop=Broad Street, to_stop=Columbus Circle
confirm	yes i would like to ride from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to ride from Park Place to Herald Square	from_stop=Park Place, to_stop=Herald Square
reply	yes i would like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	yes i would like to take the bus	line=M1, direction=Canal Street, from_stop=Rector Street, vehicle=bus, departure_time=10:16am
apologize	yes i would like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	yes i would like to take the subway	*=notfound, vehicle=subway
request	yes i would like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	yes i would like to take the subway	from_stop=?, to_stop=?
confirm-request	yes i would like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	yes i would like to take the bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	yes i would like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	yes i would like to take the bus	vehicle=bus
reply	yes i would like to travel from *STOP and go to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to travel from Lincoln Center and go to Penn Station	departure_time=7:09am, from_stop=Lincoln Center, direction=Penn Station, vehicle=subway, line=6
apologize	yes i would like to travel from *STOP and go to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to travel from Astor Place and go to Herald Square	*=notfound, from_stop=Astor Place, to_stop=Herald Square
confirm	yes i would like to travel from *STOP and go to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to travel from East Broadway and go to Franklin Street	from_stop=East Broadway, to_stop=Franklin Street
reply	yes i would like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to travel from Lincoln Center to Delancey Street	departure_time=7:12pm, from_stop=Lincoln Center, direction=Delancey Street, vehicle=bus, line=M12
apologize	yes i would like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to travel from Park Place to Bowery	*=notfound, from_stop=Park Place, to_stop=Bowery
confirm	yes i would like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to travel from Rockefeller Center to Roosevelt Island	from_stop=Rockefeller Center, to_stop=Roosevelt Island
reply	yes i would like to travel from *STOP to *STOP 	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i would like to travel from Franklin Street to Delancey Street 	from_stop=Franklin Street, vehicle=bus, line=M8, departure_time=9:08am, direction=Delancey Street
apologize	yes i would like to travel from *STOP to *STOP 	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i would like to travel from World Trade Center to Rockefeller Center 	*=notfound, from_stop=World Trade Center, to_stop=Rockefeller Center
confirm	yes i would like to travel from *STOP to *STOP 	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i would like to travel from East Broadway to Washington Square 	from_stop=East Broadway, to_stop=Washington Square
reply	yes i would like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i would like to travel from Lincoln Center to Canal Street	line=M23, vehicle=bus, from_stop=Lincoln Center, direction=Canal Street, departure_time=8:08am
apologize	yes i would like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i would like to travel from Bowery to Bowling Green	*=notfound, from_stop=Bowery, to_stop=Bowling Green
confirm	yes i would like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i would like to travel from Inwood to Canal Street	from_stop=Inwood, to_stop=Canal Street
reply	okay i'd like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	okay i'd like to take the bus	departure_time=6:07pm, vehicle=bus, line=M9, direction=Wall Street, from_stop=Bleecker Street
apologize	okay i'd like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	okay i'd like to take the subway	*=notfound, vehicle=subway
request	okay i'd like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	okay i'd like to take the bus	from_stop=?, to_stop=?
confirm-request	okay i'd like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	okay i'd like to take the bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	okay i'd like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	okay i'd like to take the bus	vehicle=bus
reply	yes i'd like details on a trip from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i'd like details on a trip from Bowery to Prince Street	departure_time=10:08am, direction=Prince Street, from_stop=Bowery, line=M23, vehicle=bus
apologize	yes i'd like details on a trip from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i'd like details on a trip from Bryant Park to Wall Street	*=notfound, from_stop=Bryant Park, to_stop=Wall Street
confirm	yes i'd like details on a trip from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i'd like details on a trip from Times Square to Roosevelt Island	from_stop=Times Square, to_stop=Roosevelt Island
reply	yes i'd like public transit from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	yes i'd like public transit from Penn Station to World Trade Center	departure_time=11:04pm, vehicle=subway, from_stop=Penn Station, direction=World Trade Center, line=J
apologize	yes i'd like public transit from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	yes i'd like public transit from Fulton Street to Bleecker Street	*=notfound, from_stop=Fulton Street, to_stop=Bleecker Street
confirm	yes i'd like public transit from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	yes i'd like public transit from Delancey Street to Roosevelt Island	from_stop=Delancey Street, to_stop=Roosevelt Island
reply	yes i'd like to go from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	yes i'd like to go from Lincoln Center to Bryant Park	from_stop=Lincoln Center, departure_time=10:17pm, line=3, vehicle=subway, direction=Bryant Park
apologize	yes i'd like to go from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	yes i'd like to go from Astor Place to Bryant Park	*=notfound, from_stop=Astor Place, to_stop=Bryant Park
confirm	yes i'd like to go from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	yes i'd like to go from Delancey Street to Columbia University	from_stop=Delancey Street, to_stop=Columbia University
reply	yes i'd like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i'd like to travel from Chambers Street to Rector Street	vehicle=bus, direction=Rector Street, departure_time=1:06pm, line=M116, from_stop=Chambers Street
apologize	yes i'd like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i'd like to travel from Chambers Street to Cathedral Parkway	*=notfound, from_stop=Chambers Street, to_stop=Cathedral Parkway
confirm	yes i'd like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i'd like to travel from World Trade Center to Bowling Green	from_stop=World Trade Center, to_stop=Bowling Green
reply	alright if i go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	alright if i go by bus	from_stop=Cathedral Parkway, direction=Herald Square, departure_time=3:11pm, line=M100, vehicle=bus
apologize	alright if i go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	alright if i go by subway	*=notfound, vehicle=subway
request	alright if i go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	alright if i go by bus	from_stop=?, to_stop=?
confirm-request	alright if i go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	alright if i go by bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	alright if i go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	alright if i go by bus	vehicle=bus
reply	what if i want to go instead to *STOP	"inform(to_stop=""*STOP"")"	what if i want to go instead to Essex Street	direction=Essex Street, from_stop=Delancey Street, line=M20, vehicle=bus, departure_time=1:09pm
apologize	what if i want to go instead to *STOP	"inform(to_stop=""*STOP"")"	what if i want to go instead to Grand Street	*=notfound, to_stop=Grand Street
request	what if i want to go instead to *STOP	"inform(to_stop=""*STOP"")"	what if i want to go instead to Port Authority Bus Terminal	from_stop=?
confirm-request	what if i want to go instead to *STOP	"inform(to_stop=""*STOP"")"	what if i want to go instead to Houston Street	confirm: to_stop=Houston Street; request: from_stop=?
confirm	what if i want to go instead to *STOP	"inform(to_stop=""*STOP"")"	what if i want to go instead to Houston Street	to_stop=Houston Street
reply	and i'm going to *STOP	"inform(to_stop=""*STREET"")"	and i'm going to Central Park	line=M1, departure_time=9:03pm, vehicle=bus, from_stop=Bowling Green, direction=Central Park
apologize	and i'm going to *STOP	"inform(to_stop=""*STREET"")"	and i'm going to East Broadway	*=notfound, to_stop=East Broadway
request	and i'm going to *STOP	"inform(to_stop=""*STREET"")"	and i'm going to World Trade Center	from_stop=?
confirm-request	and i'm going to *STOP	"inform(to_stop=""*STREET"")"	and i'm going to Astor Place	confirm: to_stop=Astor Place; request: from_stop=?
confirm	and i'm going to *STOP	"inform(to_stop=""*STREET"")"	and i'm going to Astor Place	to_stop=Astor Place
reply	no i'm departing from *STOP and i'm going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	no i'm departing from Astor Place and i'm going to Wall Street	line=L, from_stop=Astor Place, departure_time=9:19pm, direction=Wall Street, vehicle=subway
apologize	no i'm departing from *STOP and i'm going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	no i'm departing from Columbus Circle and i'm going to Chambers Street	*=notfound, from_stop=Columbus Circle, to_stop=Chambers Street
confirm	no i'm departing from *STOP and i'm going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	no i'm departing from Grand Street and i'm going to East Broadway	from_stop=Grand Street, to_stop=East Broadway
reply	yes i'm looking for transportation from *STOP to	"inform(from_stop=""*STREET"")"	yes i'm looking for transportation from Astor Place to	line=M, from_stop=Astor Place, direction=Wall Street, departure_time=7:06am, vehicle=subway
apologize	yes i'm looking for transportation from *STOP to	"inform(from_stop=""*STREET"")"	yes i'm looking for transportation from Cortlandt Street to	*=notfound, from_stop=Cortlandt Street
request	yes i'm looking for transportation from *STOP to	"inform(from_stop=""*STREET"")"	yes i'm looking for transportation from Park Place to	to_stop=?
confirm-request	yes i'm looking for transportation from *STOP to	"inform(from_stop=""*STREET"")"	yes i'm looking for transportation from Astor Place to	confirm: from_stop=Astor Place; request: to_stop=?
confirm	yes i'm looking for transportation from *STOP to	"inform(from_stop=""*STREET"")"	yes i'm looking for transportation from Astor Place to	from_stop=Astor Place
reply	destination is *STOP	"inform(to_stop=""*STOP"")"	destination is Columbus Circle	line=G, departure_time=5:13pm, direction=Columbus Circle, from_stop=Prince Street, vehicle=subway
apologize	destination is *STOP	"inform(to_stop=""*STOP"")"	destination is Inwood	*=notfound, to_stop=Inwood
request	destination is *STOP	"inform(to_stop=""*STOP"")"	destination is Cortlandt Street	from_stop=?
confirm-request	destination is *STOP	"inform(to_stop=""*STOP"")"	destination is Bleecker Street	confirm: to_stop=Bleecker Street; request: from_stop=?
confirm	destination is *STOP	"inform(to_stop=""*STOP"")"	destination is Bleecker Street	to_stop=Bleecker Street
reply	destination is *STOP	"inform(to_stop=""*STREET"")"	destination is Rector Street	line=M79, departure_time=6:11pm, direction=Rector Street, from_stop=Bowling Green, vehicle=bus
apologize	destination is *STOP	"inform(to_stop=""*STREET"")"	destination is Rector Street	*=notfound, to_stop=Rector Street
request	destination is *STOP	"inform(to_stop=""*STREET"")"	destination is Bowery	from_stop=?
confirm-request	destination is *STOP	"inform(to_stop=""*STREET"")"	destination is Franklin Street	confirm: to_stop=Franklin Street; request: from_stop=?
confirm	destination is *STOP	"inform(to_stop=""*STREET"")"	destination is Franklin Street	to_stop=Franklin Street
reply	no is there an option at *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no is there an option at *NUMBER pm	from_stop=Broad Street, direction=Dyckman Street, line=M103, departure_time=11:01pm, vehicle=bus
apologize	no is there an option at *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no is there an option at *NUMBER am	*=notfound, ampm=am
request	no is there an option at *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no is there an option at *NUMBER pm	from_stop=?, to_stop=?
confirm-request	no is there an option at *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no is there an option at *NUMBER pm	confirm: ampm=pm; request: from_stop=?, to_stop=?
confirm	no is there an option at *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no is there an option at *NUMBER pm	ampm=pm
reply	no is there a schedule at *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no is there a schedule at *NUMBER pm	direction=Penn Station, departure_time=3:04pm, from_stop=Canal Street, line=Q, vehicle=subway
apologize	no is there a schedule at *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no is there a schedule at *NUMBER am	*=notfound, ampm=am
request	no is there a schedule at *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no is there a schedule at *NUMBER pm	from_stop=?, to_stop=?
confirm-request	no is there a schedule at *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no is there a schedule at *NUMBER pm	confirm: ampm=pm; request: from_stop=?, to_stop=?
confirm	no is there a schedule at *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no is there a schedule at *NUMBER pm	ampm=pm
reply	what is my arrival time	"request(arrival_time=""*ARRIVAL_TIME"")"	what is my arrival time	arrival_time=12:29pm
reply	what is the arrival time at the destination	"request(arrival_time=""*ARRIVAL_TIME"")"	what is the arrival time at the destination	arrival_time=10:32am
reply	what is the arrival time	"request(arrival_time=""*ARRIVAL_TIME"")"	what is the arrival time	arrival_time=2:30pm
