Testing connection to the update server..
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
no	no	negate()	negate()
yes i woul-	yes i woul-	affirm()	affirm()
i need to get from delancey street to prince street	i need to get from *STREET to *STREET	inform(from_street="Delancey St")&inform(to_street="Prince St")	inform(from_street="*STREET")&inform(to_street="*STREET")
i need to go from delancey street to prince street	i need to go from *STREET to *STREET	inform(from_street="Delancey St")&inform(to_street="Prince St")	inform(from_street="*STREET")&inform(to_street="*STREET")
no	no	negate()	negate()
no	no	negate()	negate()
how long will it take to go from delancey street to prince street	how long will it take to go from *STREET to *STREET	inform(from_street="Delancey St")&inform(to_street="Prince St")&request(duration)	inform(from_street="*STREET")&inform(to_street="*STREET")&request(duration)
i would like to go from delancey street to prince street	i would like to go from *STREET to *STREET	inform(from_street="Delancey St")&inform(to_street="Prince St")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")
i need information about a six o'clock ride but	i need information about a *NUMBER o'clock ride but	inform(time="6:00")	inform(time="*TIME")
by bus	by *VEHICLE	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
no	no	negate()	negate()
i need to go from delancey street to dyckman street	i need to go from *STREET to *STREET	inform(from_street="Delancey St")&inform(to_street="Dyckman St")	inform(from_street="*STREET")&inform(to_street="*STREET")
i need to go from essex street to prince street	i need to go from *STREET to *STREET	inform(from_street="Essex St")&inform(to_street="Prince St")	inform(from_street="*STREET")&inform(to_street="*STREET")
manhattan	*BOROUGH	inform(borough="Manhattan")	inform(borough="*BOROUGH")
how long will it take to get there	how long will it take to get there	request(duration)	request(duration)
what time will i get there	what time will i get there	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
i need to leave at six in the evening	i need to leave at *NUMBER in the *AMPM	inform(time="6:00")&inform(ampm="evening")	inform(time="*TIME")&inform(ampm="*AMPM")
i need to go from essex street to prince street	i need to go from *STREET to *STREET	inform(from_street="Essex St")&inform(to_street="Prince St")	inform(from_street="*STREET")&inform(to_street="*STREET")
no prince street	no *STREET	inform(street="Prince St")&negate()	inform(street="*STREET")&negate()
no	no	negate()	negate()
prince street	*STREET	inform(street="Prince St")	inform(street="*STREET")
prince street	*STREET	inform(street="Prince St")	inform(street="*STREET")
how long will it take	how long will it take	request(duration)	request(duration)
what time will i be there	what time will i be there	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
i need to leave at six in the evening	i need to leave at *NUMBER in the *AMPM	inform(time="6:00")&inform(ampm="evening")	inform(time="*TIME")&inform(ampm="*AMPM")
no	no	negate()	negate()
i need a connection by bus	i need a connection by *VEHICLE	inform(vehicle="bus")&inform(task="find_connection")	inform(vehicle="*VEHICLE")&inform(task="find_connection")
i need to go from essex street to east broadway	i need to go from *STREET to *STREET	inform(from_street="Essex St")&inform(to_street="E Broadway")	inform(from_street="*STREET")&inform(to_street="*STREET")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i'm travelling from houston street to essex street	i'm travelling from *STREET to *STREET	inform(from_street="Houston St")&inform(to_street="Essex St")	inform(from_street="*STREET")&inform(to_street="*STREET")
how long is the trip	how long is the trip	request(duration)&request(distance)	request(duration)&request(distance)
what time will i get to essex street	what time will i get to *STREET	inform(to_street="Essex St")&request(arrival_time)	inform(to_street="*STREET")&request(arrival_time="*ARRIVAL_TIME")
i want to leave at ten a m	i want to leave at *NUMBER *AMPM	inform(departure_time="10:00")&inform(ampm="am")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")
yes	yes	affirm()	affirm()
i want to go to penn station instead	i want to go to *STOP instead	inform(to_stop="Penn Station")&inform(task="find_connection")	inform(to_stop="*STOP")&inform(task="find_connection")
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i need to go from astor place to wall street	i need to go from *STREET to *STREET	inform(from_street="Astor Pl")&inform(to_street="Wall St")	inform(from_street="*STREET")&inform(to_street="*STREET")
yes	yes	affirm()	affirm()
yes	yes	affirm()	affirm()
how long is the trip	how long is the trip	request(duration)&request(distance)	request(duration)&request(distance)
what's my arrival time	what's my arrival time	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
what is my arrival time	what is my arrival time	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
i want to leave at ten a m	i want to leave at *NUMBER *AMPM	inform(departure_time="10:00")&inform(ampm="am")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")
i want to go at six p m by bus	i want to go at *NUMBER *AMPM by *VEHICLE	inform(departure_time="6:00")&inform(ampm="pm")&inform(vehicle="bus")&inform(task="find_connection")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
no six p m	no *NUMBER *AMPM	deny(time="6:00")&inform(ampm="pm")&negate()	deny(time="*TIME")&inform(ampm="*AMPM")&negate()
six	*NUMBER	null()	null()
six p m	*NUMBER *AMPM	inform(time="6:00")&inform(ampm="pm")	inform(time="*TIME")&inform(ampm="*AMPM")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i need a pub- public transit leaving from columbia university	i need a pub- public transit leaving from *STOP	inform(from_stop="Columbia University")	inform(from_stop="*STOP")
cathedral parkway	*STREET	inform(street="Cathedral Pkwy")	inform(street="*STREET")
how long will it take to get there on the bus	how long will it take to get there on the *VEHICLE	inform(vehicle="bus")&request(duration)	inform(vehicle="*VEHICLE")&request(duration)
yes	yes	affirm()	affirm()
yes	yes	affirm()	affirm()
what about	what about	null()	null()
(unint) for six p m	(unint) for *NUMBER *AMPM	inform(time="6:00")&inform(ampm="pm")	inform(time="*TIME")&inform(ampm="*AMPM")
i'm changing go to grand central	i'm changing go to *STOP	inform(to_stop="Grand Central")	inform(to_stop="*STOP")
i wanna depart from co- columbia university	i wanna depart from co- *STOP	confirm(from_stop="Columbia University")	confirm(from_stop="*STOP")
i want to go depart from columbia university to grand central	i want to go depart from *STOP to *STOP	confirm(from_stop="Columbia University")&inform(to_stop="Grand Central")&inform(task="find_connection")	confirm(from_stop="*STOP")&inform(to_stop="*STOP")&inform(task="find_connection")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i am departing from chambers street and want to get to franklin street	i am departing from *STREET and want to get to *STREET	inform(from_street="Chambers St")&inform(to_street="Franklin St")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")
yes	yes	affirm()	affirm()
about how long will that trip take	about how long will that trip take	request(duration)	request(duration)
is there an alternative at six in the evening	is there an alternative at *NUMBER in the *AMPM	inform(time="6:00")&inform(ampm="evening")	inform(time="*TIME")&inform(ampm="*AMPM")
i would prefer to go by bus	i would prefer to go by *VEHICLE	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want to know how to get from washington square to park place	i want to know how to get from *STOP to *STREET	inform(to_street="Park Pl")&inform(from_stop="Washington Square")	inform(to_street="*STREET")&inform(from_stop="*STOP")
what about washington square to bryant park	what about *STOP to *STREET	inform(to_street="Bryant Park")&inform(from_stop="Washington Square")	inform(to_street="*STREET")&inform(from_stop="*STOP")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i'd like to go for a trip from central park to broad street	i'd like to go for a trip from *STOP to *STREET	inform(to_street="Broad St")&inform(from_stop="Central Park")&inform(task="find_connection")	inform(to_street="*STREET")&inform(from_stop="*STOP")&inform(task="find_connection")
yes	yes	affirm()	affirm()
yes	yes	affirm()	affirm()
what about cortlandt street	what about *STREET	inform(street="Cortlandt St")	inform(street="*STREET")
when will i reach my destination in central park	when will i reach my destination in *STOP	inform(to_stop="Central Park")&request(arrival_time)	inform(to_stop="*STOP")&request(arrival_time="*ARRIVAL_TIME")
can i go from central park from broad street in new york	can i go from *STOP from *STREET in *CITY	inform(from_street="Broad St")&inform(from_stop="Central Park")&inform(from_city="New York")	inform(from_street="*STREET")&inform(from_stop="*STOP")&inform(from_city="*CITY")
no	no	negate()	negate()
central park	*STOP	inform(stop="Central Park")	inform(stop="*STOP")
central park	*STOP	inform(stop="Central Park")	inform(stop="*STOP")
central park to broad street	*STOP to *STREET	inform(to_street="Broad St")&inform(from_stop="Central Park")	inform(to_street="*STREET")&inform(from_stop="*STOP")
yes	yes	affirm()	affirm()
yes	yes	affirm()	affirm()
hello	hello	hello()	hello()
central park to broad street	*STOP to *STREET	inform(to_street="Broad St")&inform(from_stop="Central Park")	inform(to_street="*STREET")&inform(from_stop="*STOP")
yes	yes	affirm()	affirm()
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want to travel from astor place to marble hill	i want to travel from *STREET to *STOP	inform(from_street="Astor Pl")&inform(to_stop="Marble Hill")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(task="find_connection")
yes	yes	affirm()	affirm()
how much time is needed and what is the arrival time	how much time is needed and what is the arrival time	request(arrival_time)&request(duration)	request(arrival_time="*ARRIVAL_TIME")&request(duration)
how much time is needed	how much time is needed	request(duration)	request(duration)
how much time does that take	how much time does that take	request(duration)	request(duration)
how long is the trip	how long is the trip	request(duration)&request(distance)	request(duration)&request(distance)
what is the arrival time	what is the arrival time	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
what is the arrival time	what is the arrival time	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
when will i arrive	when will i arrive	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
is there another option	is there another option	inform(alternative="next")	inform(alternative="next")
my destination is fulton street	my destination is *STREET	inform(to_street="Fulton St")	inform(to_street="*STREET")
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want to go from lincoln center to bowling green	i want to go from *STOP to *STOP	inform(from_stop="Lincoln Center")&inform(to_stop="Bowling Green")&inform(task="find_connection")	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(task="find_connection")
it	it	null()	null()
how long does that take (noise)	how long does that take (noise)	request(duration)	request(duration)
what time will i reach the destination	what time will i reach the destination	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
is there a schedule after that	is there a schedule after that	inform(task="find_connection")	inform(task="find_connection")
is there a connection at six o'clock p m	is there a connection at *NUMBER o'clock *AMPM	inform(departure_time="6:00")&inform(ampm="pm")&inform(task="find_connection")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
change the destination to rector street	change the destination to *STREET	inform(to_street="Rector St")	inform(to_street="*STREET")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i would like to search for a route leaving from bryant park to (unint)	i would like to search for a route leaving from *STREET to (unint)	inform(from_street="Bryant Park")	inform(from_street="*STREET")
(unint)	(unint)	null()	null()
how long will it take	how long will it take	request(duration)	request(duration)
how long will it take to get to the destination	how long will it take to get to the destination	request(duration)	request(duration)
how long will it take to get to the destination	how long will it take to get to the destination	request(duration)	request(duration)
i would like (hum) a six p m	i would like (hum) a *NUMBER *AMPM	inform(time="6:00")&inform(ampm="pm")	inform(time="*TIME")&inform(ampm="*AMPM")
hi	hi	hello()	hello()
rockefeller center	*STOP	inform(stop="Rockefeller Center")	inform(stop="*STOP")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i'd like to depart from main street	i'd like to depart from *STREET	confirm(from_street="Main St")	confirm(from_street="*STREET")
no i would like to go to lincoln center	no i would like to go to *STOP	inform(to_stop="Lincoln Center")&negate()&inform(task="find_connection")	inform(to_stop="*STOP")&negate()&inform(task="find_connection")
franklin street	*STREET	inform(street="Franklin St")	inform(street="*STREET")
is there a connection by bus	is there a connection by *VEHICLE	inform(vehicle="bus")&inform(task="find_connection")	inform(vehicle="*VEHICLE")&inform(task="find_connection")
to times square	to *STREET	inform(to_street="Times Sq")	inform(to_street="*STREET")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i would like to go to rector street	i would like to go to *STREET	inform(to_street="Rector St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
franklin street	*STREET	inform(street="Franklin St")	inform(street="*STREET")
franklin street	*STREET	inform(street="Franklin St")	inform(street="*STREET")
how long will it take	how long will it take	request(duration)	request(duration)
is there	is there	null()	null()
option at a later time	option at a later time	inform(alternative="next")	inform(alternative="next")
no	no	negate()	negate()
is there a later option	is there a later option	inform(alternative="next")	inform(alternative="next")
i want to go from franklin street	i want to go from *STREET	inform(from_street="Franklin St")&inform(task="find_connection")	inform(from_street="*STREET")&inform(task="find_connection")
i want to go to rector street	i want to go to *STREET	inform(to_street="Rector St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
i want to go to rector street	i want to go to *STREET	inform(to_street="Rector St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
no i want to go to rector street	no i want to go to *STREET	inform(to_street="Rector St")&negate()&inform(task="find_connection")	inform(to_street="*STREET")&negate()&inform(task="find_connection")
no i	no i	negate()	negate()
want to go to rector street	want to go to *STREET	inform(to_street="Rector St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
no i want to go to rector street	no i want to go to *STREET	inform(to_street="Rector St")&negate()&inform(task="find_connection")	inform(to_street="*STREET")&negate()&inform(task="find_connection")
rector street	*STREET	inform(street="Rector St")	inform(street="*STREET")
rector street	*STREET	inform(street="Rector St")	inform(street="*STREET")
rector street	*STREET	inform(street="Rector St")	inform(street="*STREET")
is there a schedule at six p m	is there a schedule at *NUMBER *AMPM	inform(departure_time="6:00")&inform(ampm="pm")&inform(task="find_connection")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
no is there a schedule at six p m	no is there a schedule at *NUMBER *AMPM	deny(time="6:00")&inform(ampm="pm")&inform(task="find_connection")&negate()	deny(time="*TIME")&inform(ampm="*AMPM")&inform(task="find_connection")&negate()
i want to go by bus	i want to go by *VEHICLE	inform(vehicle="bus")&inform(task="find_connection")	inform(vehicle="*VEHICLE")&inform(task="find_connection")
no i want to go to inwood	no i want to go to *STOP	inform(to_stop="Inwood")&negate()&inform(task="find_connection")	inform(to_stop="*STOP")&negate()&inform(task="find_connection")
yes	yes	affirm()	affirm()
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
yes dyckman street to bowling green	yes *STREET to *STOP	inform(from_street="Dyckman St")&inform(to_stop="Bowling Green")&affirm()	inform(from_street="*STREET")&inform(to_stop="*STOP")&affirm()
no	no	negate()	negate()
dyckman street going to bowling green	*STREET going to *STOP	inform(from_street="Dyckman St")&inform(to_stop="Bowling Green")	inform(from_street="*STREET")&inform(to_stop="*STOP")
yes	yes	affirm()	affirm()
no bowling green	no *STOP	inform(stop="Bowling Green")&negate()	inform(stop="*STOP")&negate()
when will i get there	when will i get there	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
how long will it take	how long will it take	request(duration)	request(duration)
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
yes transit itinerary from wall street to herald square	yes transit itinerary from *STREET to *STREET	inform(from_street="Wall St")&inform(to_street="Herald Sq")&inform(task="find_connection")&affirm()	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")&affirm()
yes	yes	affirm()	affirm()
no	no	negate()	negate()
wall street	*STREET	inform(street="Wall St")	inform(street="*STREET")
wall street	*STREET	inform(street="Wall St")	inform(street="*STREET")
i need a bus connection	i need a *VEHICLE connection	inform(vehicle="bus")&inform(task="find_connection")	inform(vehicle="*VEHICLE")&inform(task="find_connection")
ok i want to go to chambers street	ok i want to go to *STREET	inform(to_street="Chambers St")&ack()&inform(task="find_connection")	inform(to_street="*STREET")&ack()&inform(task="find_connection")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
hi	hi	hello()	hello()
transit itinerary from wall street to herald square	transit itinerary from *STREET to *STREET	inform(from_street="Wall St")&inform(to_street="Herald Sq")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")
yes	yes	affirm()	affirm()
how long will it take	how long will it take	request(duration)	request(duration)
i need a bus connection	i need a *VEHICLE connection	inform(vehicle="bus")&inform(task="find_connection")	inform(vehicle="*VEHICLE")&inform(task="find_connection")
i want to go to chambers street	i want to go to *STREET	inform(to_street="Chambers St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
(unint) penn station to marble hill	(unint) *STOP to *STOP	inform(from_stop="Penn Station")&inform(to_stop="Marble Hill")	inform(from_stop="*STOP")&inform(to_stop="*STOP")
yes	yes	affirm()	affirm()
penn station to marble hill	*STOP to *STOP	inform(from_stop="Penn Station")&inform(to_stop="Marble Hill")	inform(from_stop="*STOP")&inform(to_stop="*STOP")
from penn station to marble hill	from *STOP to *STOP	inform(from_stop="Penn Station")&inform(to_stop="Marble Hill")	inform(from_stop="*STOP")&inform(to_stop="*STOP")
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want to go from houston street to washington square	i want to go from *STREET to *STOP	inform(from_street="Houston St")&inform(to_stop="Washington Square")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(task="find_connection")
yes	yes	affirm()	affirm()
how long will it take and what time will i get to the destination	how long will it take and what time will i get to the destination	request(arrival_time)&request(duration)	request(arrival_time="*ARRIVAL_TIME")&request(duration)
i want to go from houston street to washington square	i want to go from *STREET to *STOP	inform(from_street="Houston St")&inform(to_stop="Washington Square")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(task="find_connection")
houston street is not in brooklyn you idiot it's i-	*STREET is not in *BOROUGH you idiot it's i-	inform(to_street="Houston St")&deny(in_borough="Brooklyn")&negate()	inform(to_street="*STREET")&deny(in_borough="*BOROUGH")&negate()
manhattan	*BOROUGH	inform(borough="Manhattan")	inform(borough="*BOROUGH")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i am starting from cathedral parkway and heading towards bleecker street	i am starting from *STREET and heading towards *STREET	inform(from_street="Cathedral Pkwy")&inform(from_street2="Bleecker St")	inform(from_street="*STREET")&inform(from_street2="*STREET")
i already told you you fucking moron	i already told you you fucking moron	null()	null()
rector street	*STREET	inform(street="Rector St")	inform(street="*STREET")
no	no	negate()	negate()
bleecker street	*STREET	inform(street="Bleecker St")	inform(street="*STREET")
cathedral parkway	*STREET	inform(street="Cathedral Pkwy")	inform(street="*STREET")
cathedral parkway	*STREET	inform(street="Cathedral Pkwy")	inform(street="*STREET")
cathedral parkway	*STREET	inform(street="Cathedral Pkwy")	inform(street="*STREET")
cathedral parkway	*STREET	inform(street="Cathedral Pkwy")	inform(street="*STREET")
cathedral parkway	*STREET	inform(street="Cathedral Pkwy")	inform(street="*STREET")
how long will it take to get to the destination and what time will i get there	how long will it take to get to the destination and what time will i get there	request(arrival_time)&request(duration)	request(arrival_time="*ARRIVAL_TIME")&request(duration)
cathedral parkway	*STREET	inform(street="Cathedral Pkwy")	inform(street="*STREET")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want a transit schedule my departure place is east broadway and i am going to houston street	i want a transit schedule my departure place is *STREET and i am going to *STREET	inform(street="E Broadway")&inform(to_street="Houston St")&inform(task="find_connection")	inform(street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")
what have i just said	what have i just said	null()	null()
yes for the third time	yes for the third time	affirm()	affirm()
no	no	negate()	negate()
houston street (noise)	*STREET (noise)	inform(street="Houston St")	inform(street="*STREET")
the same as houston street no	the same as *STREET no	inform(street="Houston St")&negate()	inform(street="*STREET")&negate()
no for the third time	no for the third time	negate()	negate()
i'm going to houston street	i'm going to *STREET	inform(to_street="Houston St")	inform(to_street="*STREET")
no (noise)	no (noise)	negate()	negate()
what is the arrival time at my destination	what is the arrival time at my destination	request(to_stop)&request(arrival_time)	request(to_stop="*STOP")&request(arrival_time="*ARRIVAL_TIME")
no	no	negate()	negate()
i would like to go to rector street	i would like to go to *STREET	inform(to_street="Rector St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
east broadway	*STREET	inform(street="E Broadway")	inform(street="*STREET")
east broadway	*STREET	inform(street="E Broadway")	inform(street="*STREET")
east broadway	*STREET	inform(street="E Broadway")	inform(street="*STREET")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i'm asking for public transport and i want to go from cathedral parkway to bowling green	i'm asking for public transport and i want to go from *STREET to *STOP	inform(from_street="Cathedral Pkwy")&inform(to_stop="Bowling Green")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(task="find_connection")
destination is grand central	destination is *STOP	inform(to_stop="Grand Central")	inform(to_stop="*STOP")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i need to know how to start from inwood and get to washington square	i need to know how to start from *STOP and get to *STOP	inform(from_stop="Inwood")&inform(to_stop="Washington Square")	inform(from_stop="*STOP")&inform(to_stop="*STOP")
no	no	negate()	negate()
i am going to central park	i am going to *STOP	inform(to_stop="Central Park")	inform(to_stop="*STOP")
how much time will it take	how much time will it take	request(duration)	request(duration)
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i'm looking for a public transit route from lincoln center to times square	i'm looking for a public transit route from *STOP to *STREET	inform(to_street="Times Sq")&inform(from_stop="Lincoln Center")	inform(to_street="*STREET")&inform(from_stop="*STOP")
yes	yes	affirm()	affirm()
times square	*STREET	inform(street="Times Sq")	inform(street="*STREET")
times square	*STREET	inform(street="Times Sq")	inform(street="*STREET")
times square	*STREET	inform(street="Times Sq")	inform(street="*STREET")
times square	*STREET	inform(street="Times Sq")	inform(street="*STREET")
times square	*STREET	inform(street="Times Sq")	inform(street="*STREET")
lincoln center	*STOP	inform(stop="Lincoln Center")	inform(stop="*STOP")
times square	*STREET	inform(street="Times Sq")	inform(street="*STREET")
start over	start over	restart()	restart()
looking for a public transit route	looking for a public transit route	null()	null()
times square	*STREET	inform(street="Times Sq")	inform(street="*STREET")
times square	*STREET	inform(street="Times Sq")	inform(street="*STREET")
times square	*STREET	inform(street="Times Sq")	inform(street="*STREET")
i want to go to time square	i want to go to time square	inform(task="find_connection")	inform(task="find_connection")
lincoln center	*STOP	inform(stop="Lincoln Center")	inform(stop="*STOP")
by bus	by *VEHICLE	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
bus	*VEHICLE	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
travel by bus	travel by *VEHICLE	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
time is the arrival	time is the arrival	null()	null()
what's the arrival time at the destination	what's the arrival time at the destination	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
is there one at six o'clock in the evening	is there *NUMBER at *NUMBER o'clock in the *AMPM	inform(time="6:00")&inform(ampm="evening")	inform(time="*TIME")&inform(ampm="*AMPM")
i want to travel to prince street	i want to travel to *STREET	inform(to_street="Prince St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i need to go from cortlandt street to canal street	i need to go from *STREET to *STREET	inform(from_street="Cortlandt St")&inform(to_street="Canal St")	inform(from_street="*STREET")&inform(to_street="*STREET")
to canal street	to *STREET	inform(to_street="Canal St")	inform(to_street="*STREET")
cortlandt street	*STREET	inform(street="Cortlandt St")	inform(street="*STREET")
no	no	negate()	negate()
yes	yes	affirm()	affirm()
cortlandt street	*STREET	inform(street="Cortlandt St")	inform(street="*STREET")
cortlandt street	*STREET	inform(street="Cortlandt St")	inform(street="*STREET")
yes	yes	affirm()	affirm()
cortlandt street	*STREET	inform(street="Cortlandt St")	inform(street="*STREET")
no	no	negate()	negate()
yes	yes	affirm()	affirm()
cortlandt street	*STREET	inform(street="Cortlandt St")	inform(street="*STREET")
no	no	negate()	negate()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i need to go from grand street to cathedral parkway	i need to go from *STREET to *STREET	inform(from_street="Grand St")&inform(to_street="Cathedral Pkwy")	inform(from_street="*STREET")&inform(to_street="*STREET")
how long does it take	how long does it take	request(duration)	request(duration)
what time will i get to cathedral parkway	what time will i get to *STREET	inform(to_street="Cathedral Pkwy")&request(arrival_time)	inform(to_street="*STREET")&request(arrival_time="*ARRIVAL_TIME")
what time will i arrive at my destination	what time will i arrive at my destination	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
um ooh-	um ooh-	null()	null()
i want to go to times square	i want to go to *STREET	inform(to_street="Times Sq")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want to travel from cathedral parkway to roosevelt island	i want to travel from *STREET to *STOP	inform(from_street="Cathedral Pkwy")&inform(to_stop="Roosevelt Island")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(task="find_connection")
what is the duration of the trip	what is the duration of the trip	request(duration)	request(duration)
i want to travel from cathedral parkway to roosevelt island	i want to travel from *STREET to *STOP	inform(from_street="Cathedral Pkwy")&inform(to_stop="Roosevelt Island")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(task="find_connection")
what time will i arrive	what time will i arrive	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
i want to leave at six p m	i want to leave at *NUMBER *AMPM	inform(departure_time="6:00")&inform(ampm="pm")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")
i want to go to grand central instead	i want to go to *STOP instead	inform(to_stop="Grand Central")&inform(task="find_connection")	inform(to_stop="*STOP")&inform(task="find_connection")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
transit itinerary from astor place	transit itinerary from *STREET	inform(from_street="Astor Pl")&inform(task="find_connection")	inform(from_street="*STREET")&inform(task="find_connection")
to bleecker street	to *STREET	inform(to_street="Bleecker St")	inform(to_street="*STREET")
astor place	*STREET	inform(street="Astor Pl")	inform(street="*STREET")
no astor place	no *STREET	inform(street="Astor Pl")&negate()	inform(street="*STREET")&negate()
astor place to bleecker street	*STREET to *STREET	inform(from_street="Astor Pl")&inform(to_street="Bleecker St")	inform(from_street="*STREET")&inform(to_street="*STREET")
no	no	negate()	negate()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
astor place to bleecker street	*STREET to *STREET	inform(from_street="Astor Pl")&inform(to_street="Bleecker St")	inform(from_street="*STREET")&inform(to_street="*STREET")
yes	yes	affirm()	affirm()
how long will it take and what time will i arrive	how long will it take and what time will i arrive	request(arrival_time)&request(duration)	request(arrival_time="*ARRIVAL_TIME")&request(duration)
what about a connection at six p m	what about a connection at *NUMBER *AMPM	inform(departure_time="6:00")&inform(ampm="pm")&inform(task="find_connection")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
to east broadway	to *STREET	inform(to_street="E Broadway")	inform(to_street="*STREET")
a connection at six p m for east broadway	a connection at *NUMBER *AMPM for *STREET	inform(street="E Broadway")&inform(departure_time="6:00")&inform(ampm="pm")&inform(task="find_connection")	inform(street="*STREET")&inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
(unint)	(unint)	null()	null()
