1	weather in *CITY *CITY	inform(in_city="*CITY")&inform(to_city="*CITY")&inform(task="weather")
2	weather in *CITY	inform(in_city="*CITY")&inform(task="weather")
1	weather in south arkana	inform(task="weather")
3	*AMPM	inform(ampm="*AMPM")
23	*BOROUGH	inform(borough="*BOROUGH")
1	*CITY 	inform(city="*CITY")
44	*CITY	inform(city="*CITY")
1	*DATE_REL	inform(date_rel="*DATE_REL")
14	*CITY	inform(state="*STATE")
11	*STATE	inform(state="*STATE")
65	*STOP	inform(stop="*STOP")
2	*STREET 	inform(street="*STREET")
230	*STREET	inform(street="*STREET")
1	connection 	inform(task="find_connection")
2	connection	inform(task="find_connection")
1	directions	inform(task="find_connection")
2	weather	inform(task="weather")
1	*VEHICLE	inform(vehicle="*VEHICLE")
1	*CITY is incorrect i want to depart from	inform(city="*CITY")
1	destination is *STOP	inform(to_stop="*STOP")
1	destination is *STREET	inform(to_street="*STREET")
1	no is 	negate()
1	no is	negate()
1	no is there a later arrival	negate()
1	no is there an option at *NUMBER *AMPM	deny(time="*TIME")&inform(ampm="*AMPM")&negate()
1	no is there a schedule at *NUMBER *AMPM	deny(time="*TIME")&inform(ampm="*AMPM")&inform(task="find_connection")&negate()
1	*STREET is not in *BOROUGH you idiot it's i-	inform(to_street="*STREET")&deny(in_borough="*BOROUGH")&negate()
2	that is all	bye()
2	that is correct	affirm()&ack()
1	this is a trip	null()
1	this is not working	negate()
1	time is the arrival	null()
1	what is duration	request(duration)
1	what is is it	null()
3	what is my arrival time	request(arrival_time="*ARRIVAL_TIME")
1	what is the arrival time at my destination	request(to_stop="*STOP")&request(arrival_time="*ARRIVAL_TIME")
1	what is the arrival time at the destination	request(arrival_time="*ARRIVAL_TIME")
4	what is the arrival time	request(arrival_time="*ARRIVAL_TIME")
1	what is the code for this phone *CITY	null()
1	what is the connection for *STREET *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(in_borough="*BOROUGH")&inform(task="find_connection")
1	what is the connection from *STREET in *BOROUGH to *STREET how long does it take number of transfers hello *STREET in *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")&inform(in_borough="*BOROUGH")&inform(task="find_connection")&hello()&request(num_transfers)&request(duration)
5	what is the connection	inform(task="find_connection")
2	what is the connection in *NUMBER an hour	inform(departure_time_rel="*DEPARTURE_TIME_REL")&inform(task="find_connection")
12	what is the distance of the trip	request(distance)
1	what is the distance of this trip	request(distance)
3	what is the distance	request(distance)
1	what is the duration and arrival time	request(arrival_time="*ARRIVAL_TIME")&request(duration)
1	what is the duration of that	request(duration)
1	what is the duration of the distance of the trip	request(duration)&request(distance)
1	what is the duration of the journey and the arrival time at my destination	request(to_stop="*STOP")&request(arrival_time="*ARRIVAL_TIME")&request(duration)
11	what is the duration of the trip	request(duration)
4	what is the duration of this trip	request(duration)
11	what is the duration	request(duration)
1	what is the how long is that trip	request(duration)&request(distance)
1	what is the nearest uh station	null()
1	what is the next connection from *STOP	inform(from_stop="*STOP")&inform(task="find_connection")&inform(alternative="next")
4	what is the next connection	inform(task="find_connection")&inform(alternative="next")
1	what is the	null()
2	what is the number of transfers	request(num_transfers)
1	what is the time in *BOROUGH	inform(in_borough="*BOROUGH")&request(current_time="*CURRENT_TIME")
1	what is the time in *CITY	inform(in_city="*CITY")&request(current_time="*CURRENT_TIME")
1	what is the time needed and the arrival time	request(arrival_time="*ARRIVAL_TIME")&request(duration)
3	what is the time	request(current_time="*CURRENT_TIME")
1	what is the travel time	request(duration)
1	what is the weather and time	inform(task="weather")
1	what is the weather and time right *TIME in *CITY *CITY	inform(in_city="*CITY")&inform(to_city="*CITY")&inform(time_rel="*TIME_REL")&inform(task="weather")
1	what is the weather forecast and time in *CITY *CITY	inform(in_city="*CITY")&inform(in_state="*STATE")&inform(task="weather")
1	what is the weather forecast and time in *CITY *STATE	inform(in_city="*CITY")&inform(in_state="*STATE")&inform(task="weather")
1	what is the weather forecast in *BOROUGH *CITY	inform(in_borough="*BOROUGH")&inform(in_city="*CITY")&inform(task="weather")
4	what is the weather forecast in *BOROUGH	inform(in_borough="*BOROUGH")&inform(task="weather")
1	what is the weather forecast in *CITY *CITY	inform(in_city="*CITY")&inform(to_city="*CITY")&inform(task="weather")
1	what is the weather forecast in *CITY	inform(in_city="*CITY")&inform(task="weather")
11	what is the weather forecast	inform(task="weather")
1	what is the weather forecast of *CITY *DATE_REL	inform(city="*CITY")&inform(date_rel="*DATE_REL")&inform(task="weather")
1	what is the weather going	inform(task="weather")
1	what is the weather going to be like	inform(task="weather")
3	what is the weather in *BOROUGH	inform(in_borough="*BOROUGH")&inform(task="weather")
1	what is the weather in *CITY *CITY	inform(in_city="*CITY")&inform(in_state="*STATE")&inform(task="weather")
1	what is the weather in *CITY *CITY	inform(in_city="*CITY")&inform(to_city="*CITY")&inform(task="weather")
1	what is the weather in *CITY	inform(in_city="*CITY")&inform(task="weather")
1	what is the weather in *CITY *STATE	inform(in_city="*CITY")&inform(in_state="*STATE")&inform(task="weather")
5	what is the weather	inform(task="weather")
1	what is the weather in	inform(task="weather")
1	what is the weather in mckinley *STATE	inform(in_state="*STATE")&inform(task="weather")
1	what is the weather like in *BOROUGH	inform(in_borough="*BOROUGH")&inform(task="weather")
1	what is the weather like in *CITY *CITY	inform(in_city="*CITY")&inform(in_state="*STATE")&inform(task="weather")
1	what is the weather like in *CITY *CITY	inform(in_city="*CITY")&inform(to_city="*CITY")&inform(task="weather")
14	what is the weather like in *CITY	inform(in_city="*CITY")&inform(task="weather")
1	what is the weather like in *CITY *STATE	inform(in_city="*CITY")&inform(in_state="*STATE")&inform(task="weather")
9	what is the weather like	inform(task="weather")
1	what is the weather like in	inform(task="weather")
1	what is the weather like in *STOP	inform(to_stop="*STOP")&inform(task="weather")
1	what is traffic like	null()
1	what is weather	inform(task="weather")
1	what is your destination	request(to_stop="*STOP")
1	when is the arrival time	request(arrival_time="*ARRIVAL_TIME")
2	when is the next connection	inform(task="find_connection")&request(departure_time="*DEPARTURE_TIME")&inform(alternative="next")
1	where is the next connection	inform(task="find_connection")&inform(alternative="next")
1	that's it	null()
1	transit itinerary departing from *STREET with a destination of *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")
1	transit itinerary from *STREET	inform(from_street="*STREET")&inform(task="find_connection")
1	transit itinerary from *STREET to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")
1	i'm leaving from *STOP and heading towards *STOP *STOP to *STOP thank you goodbye hello i'm leaving from *STOP and i'm heading to *STOP 	inform(from_stop="*STOP")&inform(from_stop="*STOP")&inform(to_stop="*STOP")&hello()&bye()&thankyou()&inform(task="find_connection")
1	id like to find a *VEHICLE connection please	inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	i'd like a subsequent schedule please	inform(task="find_connection")
1	i'd like a *VEHICLE connection from *STREET *BOROUGH to *STREET and *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(to_street2="*STREET")&inform(from_borough="*BOROUGH")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	i'd like it from *STOP to the	inform(from_stop="*STOP")
1	i'd like to depart from *STREET	confirm(from_street="*STREET")
1	i'd like to find a *VEHICLE connection from *STREET *BOROUGH to *STREET and *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(to_street2="*STREET")&inform(from_borough="*BOROUGH")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	i'd like to find out connection at *NUMBER *AMPM	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
1	i'd like to get a connection from *STREET *BOROUGH to	inform(from_street="*STREET")&inform(from_borough="*BOROUGH")&inform(task="find_connection")
1	i'd like to go for a trip from *STOP to *STREET	inform(to_street="*STREET")&inform(from_stop="*STOP")&inform(task="find_connection")
1	i'd like to go from *STOP to the	inform(from_stop="*STOP")&inform(task="find_connection")
1	i'd like to leave at *NUMBER *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")
1	i'd like to	null()
1	would like to find a certain building	null()
1	*VEHICLE line	inform(vehicle="*VEHICLE")
1	how long does it take how much	request(duration)
40	how long does it take	request(duration)
1	how long does it take to get there	request(duration)
1	how long does it take to ride	request(duration)
1	how long does that take 	request(duration)
3	how long does that take	request(duration)
1	how long does the trip take	request(duration)
2	how long for travel	request(duration)
1	how long is it going to take	request(duration)
1	how long is it how many transfers and what is the distance of	request(num_transfers)&request(distance)
1	how long is it	request(distance)
1	how long is that trip	request(duration)&request(distance)
1	how long is the duration of this trip	request(duration)
2	how long is the duration	request(duration)
1	how long is the ride	request(distance)
1	how long is the t-	request(distance)
14	how long is the trip	request(duration)&request(distance)
3	how long	request(distance)
1	how long the trip will take	request(duration)
1	how long will i be traveling	request(distance)
2	how long will it take and what time will i arrive	request(arrival_time="*ARRIVAL_TIME")&request(duration)
1	how long will it take and what time will i get to the destination	request(arrival_time="*ARRIVAL_TIME")&request(duration)
3	how long will it take me to get there	request(duration)
26	how long will it take	request(duration)
1	how long will it take to get from *STOP to the *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&request(duration)
1	how long will it take to get there on the *VEHICLE	inform(vehicle="*VEHICLE")&request(duration)
8	how long will it take to get there	request(duration)
1	how long will it take to get to my destination	request(duration)
1	how long will it take to get to *STOP	inform(to_stop="*STOP")&request(duration)
1	how long will it take to get to *STOP to	inform(to_stop="*STOP")&request(duration)
1	how long will it take to get to *STREET from *STREET	inform(to_street="*STREET")&inform(from_street="*STREET")&request(duration)
1	how long will it take to get to the destination and what time will i get there	request(arrival_time="*ARRIVAL_TIME")&request(duration)
1	how long will it take to get to the destination and what time will you get there	request(arrival_time="*ARRIVAL_TIME")&request(duration)
2	how long will it take to get to the destination	request(duration)
1	how long will it take to go from *STOP to *STOP by *VEHICLE	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(vehicle="*VEHICLE")&request(duration)
1	how long will it take to go from *STREET to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&request(duration)
1	how long will it take to reach the destination	request(duration)
1	how long will it take to re-	request(duration)
1	how long will it take when will i be there	request(arrival_time="*ARRIVAL_TIME")&request(duration)
1	how long will it t-	request(distance)
9	how long will that take	request(duration)
1	how long will that trip take	request(duration)
1	how long will the journey take and when will i get there	request(arrival_time="*ARRIVAL_TIME")&request(duration)
1	how long will the journey take	request(duration)
1	how long will the ride be	request(distance)
3	how long will the ride take	request(duration)
2	how long will the trip take	request(duration)
1	how long would it take	request(duration)
2	im looking for a connection	inform(task="find_connection")
1	i'm looking for a connection from *STREET *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")&inform(task="find_connection")
10	i'm looking for a connection	inform(task="find_connection")
1	i'm looking for an itinerary	inform(task="find_connection")
1	i'm looking for a *NUMBER *AMPM connection	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
1	i'm looking for a public transit route from *STOP to *STREET	inform(to_street="*STREET")&inform(from_stop="*STOP")
1	i'm looking for a *VEHICLE connection from *STREET *BOROUGH to *STREET and *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(to_street2="*STREET")&inform(from_borough="*BOROUGH")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	i'm looking for a walmart	null()
1	i'm looking i want to find a connection from *STREET *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")&inform(task="find_connection")
1	*STREET man	inform(street="*STREET")
1	how many minutes do i	request(departure_time_rel="*DEPARTURE_TIME_REL")
1	how many transfers and distance of this trip	request(num_transfers)&request(distance)
1	how many transfers and the distance of this trip	request(num_transfers)&request(distance)
1	how many transfers and what is the distance of the trip	request(num_transfers)&request(distance)
22	how many transfers are there	request(num_transfers)
10	how many transfers	request(num_transfers)
1	how many transfers will there be	request(num_transfers)
1	give me a *CITY *CITY	inform(city="*CITY")
1	give me a connection from *STOP to *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(task="find_connection")
1	give me the dial up code validation	null()
1	give me the number of transfers	request(num_transfers)
1	*NUMBER minutes from *TIME	inform(time="*TIME")&inform(time_rel="*TIME_REL")
1	*NUMBER minutes	inform(time="*TIME")
1	this mother fucking dog was just downstairs	null()
3	how much time does it take	request(duration)
1	how much time does that take	request(duration)
1	how much time is needed and what is the arrival time	request(arrival_time="*ARRIVAL_TIME")&request(duration)
1	how much time is needed for the journey and	request(duration)
1	how much time is needed for the ride	request(duration)
2	how much time is needed	request(duration)
1	how much time will it take	request(duration)
1	change my destination to *STOP	inform(to_stop="*STOP")
1	ok my destination is *TIME *STOP	inform(to_stop="*STOP")&inform(time_rel="*TIME_REL")&ack()
1	what's my arrival time	request(arrival_time="*ARRIVAL_TIME")
1	i need a connection at *NUMBER *AMPM	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
1	i need a connection by *VEHICLE	inform(vehicle="*VEHICLE")&inform(task="find_connection")
4	i need a connection from *STREET *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")&inform(task="find_connection")
1	i need a connection	inform(task="find_connection")
1	i need a connection in *NUMBER minutes	inform(departure_time_rel="*DEPARTURE_TIME_REL")&inform(task="find_connection")
1	i need a dialogue code verification failed	null()
1	i need a *NUMBER *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")
1	i need a public transit route from departing from *STREET	inform(from_street="*STREET")
1	i need a public transit route from *STREET to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")
1	i need a pub- public transit leaving from *STOP	inform(from_stop="*STOP")
1	i need a ride at *NUMBER *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")
1	i need a ride from *STREET to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")
1	i need a route starting from *STREET destination *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")
1	i need a trip going from *STREET to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")
1	i need a *VEHICLE connection from *STOP *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	i need a *VEHICLE connection from *STOP to *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	i need a *VEHICLE connection from *STOP to the *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
3	i need a *VEHICLE connection from *STREET *BOROUGH to *STREET and *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(to_street2="*STREET")&inform(from_borough="*BOROUGH")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
5	i need a *VEHICLE connection	inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	i need a weather forecast for	inform(task="weather")
1	i need directions	inform(task="find_connection")
1	i need information about a *NUMBER o'clock ride but	inform(time="*TIME")
1	i need -tation route departing from *STREET	inform(from_street="*STREET")
1	i need the distance of the trip	request(distance)
1	i need the time requirements for a *VEHICLE connection from *STOP to the *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(vehicle="*VEHICLE")&inform(task="find_connection")&request(duration)
1	i need the weather and forecast	inform(task="weather")
1	i need to find a connection from *STREET *BOROUGH	inform(from_street="*STREET")&inform(from_borough="*BOROUGH")&inform(task="find_connection")
6	i need to find a connection from *STREET *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")&inform(task="find_connection")
1	i need to find a connection from *STREET queen	inform(from_street="*STREET")&inform(task="find_connection")
2	i need to find a connection	inform(task="find_connection")
1	i need to find a connection to *STREET *BOROUGH to *STREET	inform(to_street="*STREET")&inform(to_street2="*STREET")&inform(to_borough="*BOROUGH")&inform(task="find_connection")
1	i need to find a *VEHICLE connection from *STREET *BOROUGH	inform(from_street="*STREET")&inform(from_borough="*BOROUGH")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	i need to find a *VEHICLE connection from *STREET *BOROUGH to	inform(from_street="*STREET")&inform(from_borough="*BOROUGH")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	i need to find a *VEHICLE connection from *STREET to *BOROUGH	inform(from_street="*STREET")&inform(to_borough="*BOROUGH")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	i need to find a *VEHICLE connection	inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	i need to find out about a transit schedule i wanna go from *STREET to *STREET wanna know how long it would take and what *VEHICLE that would be on and an alternative for *NUMBER in the *AMPM going to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(to_street2="*STREET")&inform(ampm="*AMPM")&inform(vehicle="*VEHICLE")&inform(task="find_connection")&request(duration)
1	i need to find out about a *VEHICLE connection	inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	i need to find out the connection in *NUMBER minutes	inform(departure_time_rel="*DEPARTURE_TIME_REL")&inform(task="find_connection")
1	i need to find the *VEHICLE connection from *STOP to *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	i need to get from *STREET to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")
1	i need to go from *STOP to *STREET	inform(to_street="*STREET")&inform(from_stop="*STOP")
1	i need to go from *STREET to *STREET and *NUMBER second	inform(from_street="*STREET")&inform(to_street="*STREET")
13	i need to go from *STREET to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")
1	i need to go to *STOP	inform(to_stop="*STOP")
1	i need to know about trips starting from *STREET and going to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")
1	i need to know how to depart from *STREET and finish at *STREET	confirm(from_street="*STREET")&inform(from_street2="*STREET")
1	i need to know how to start from *STOP and get to *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")
1	i need to know the duration of the trip and find out connection at *NUMBER *AMPM	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")&request(duration)
1	i need to know the duration of the trip	request(duration)
2	i need to leave at *NUMBER in the *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")
1	i need to make a connection	inform(task="find_connection")
1	time needed	request(duration)
1	no 	negate()
87	no	negate()
1	no no no i would like to leave at *NUMBER	deny(time="*TIME")&negate()
1	there's no connection from co- *CITY to *STREET	inform(to_street="*STREET")&inform(from_city="*CITY")&inform(task="find_connection")&negate()
1	i'm not sure	affirm()&negate()
1	uh 	null()
1	alright	null()
1	alternate	null()
1	any	null()
1	bike	null()
2	city	null()
1	clearly	null()
1	cold	null()
1	connections	null()
1	delancey	null()
5	duration	null()
1	eta	null()
1	from	null()
1	it	null()
1	kay	null()
1	mcdonalds	null()
2	na	null()
13	none	null()
6	*NUMBER	null()
1	path	null()
1	route	null()
1	stop	null()
5	street	null()
1	tcu	null()
1	the	null()
4	time	null()
1	to	null()
1	transit	null()
2	what	null()
1	duration number of transfers and distance	request(num_transfers)&request(distance)
1	a *NUMBER o clock *VEHICLE	inform(vehicle="*VEHICLE")
1	at *NUMBER *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")
1	at *NUMBER *NUMBER	inform(time="*TIME")
1	for *NUMBER *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")
1	in *NUMBER an hour	inform(time_rel="*TIME_REL")
1	in *NUMBER minutes	inform(time_rel="*TIME_REL")
1	no *NUMBER *AMPM	deny(time="*TIME")&inform(ampm="*AMPM")&negate()
1	yes *NUMBER *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")&affirm()
1	c o l u m b u s	null()
1	*NUMBER o'clock from	inform(time="*TIME")
3	*NUMBER o'clock	inform(time="*TIME")
7	distance of the trip	request(distance)
1	distance of trip	request(distance)
1	duration of journey	null()
1	duration of time	null()
1	duration of trip	null()
1	end of discussion thank you good bye	bye()&thankyou()
1	instead of going to *STOP i'd like to g-	inform(to_stop="*STOP")
1	number of	null()
1	number of transfers and distance of the trip	request(num_transfers)&request(distance)
10	number of transfers	request(num_transfers)
1	time of arrival	request(arrival_time="*ARRIVAL_TIME")
1	i'm on the phone	null()
1	it on our website	null()
1	ride on the *VEHICLE from delancey to *STREET	inform(to_street="*STREET")&inform(vehicle="*VEHICLE")
1	um ooh-	null()
1	transit options	null()
7	start over	restart()
1	-edral parkway	null()
1	-thedral parkway	null()
1	repeat please	repeat()
1	no port authority to *STREET	inform(to_street="*STREET")&negate()
1	i prefer to take the *VEHICLE	inform(vehicle="*VEHICLE")
1	*STREET queen	inform(street="*STREET")
1	i rather take the *VEHICLE	inform(vehicle="*VEHICLE")
1	i'd rather use	null()
2	i'd rather use the *VEHICLE	inform(vehicle="*VEHICLE")
3	repeat	repeat()
2	distance	request(distance)
1	time requirement for a *VEHICLE connection	inform(vehicle="*VEHICLE")&inform(task="find_connection")&request(duration)
1	time requirement	request(duration)
1	time requirements and next connection	inform(task="find_connection")&request(duration)&inform(alternative="next")
3	time requirements	request(duration)
1	reset	restart()
1	the same as *STREET no	inform(street="*STREET")&negate()
1	i'm saying i want to go to *STREET and i know i want to know how long it will take	inform(to_street="*STREET")&inform(task="find_connection")&request(duration)
1	transit schedule from *STOP to *STREET	inform(to_street="*STREET")&inform(from_stop="*STOP")&inform(task="find_connection")
1	transit schedule	inform(task="find_connection")
1	modify search	null()
2	the second option	inform(alternative="2")
1	to seventh and *STREET	inform(to_street="*STREET")
1	*CITY st-	inform(city="*CITY")
1	no start over	negate()&restart()
1	pire state building	null()
1	the state of *STATE	inform(state="*STATE")
2	city *STATE	null()
7	*CITY *STATE	inform(city="*CITY")&inform(state="*STATE")
1	the station at *STREET	inform(street="*STREET")
1	what stations are there	null()
1	i'm still here	null()
1	departure stop *STOP	inform(stop="*STOP")
1	okay stop	ack()
1	okay stop talking	ack()&restart()
1	-bella *STOP to *STREET	inform(to_street="*STREET")&inform(from_stop="*STOP")
1	from *STOP to a the *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")
2	from *STOP to *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")
2	from *STOP to *STREET	inform(to_street="*STREET")&inform(from_stop="*STOP")
2	no *STOP	inform(stop="*STOP")&negate()
4	the *STOP	inform(stop="*STOP")
2	to *STOP	inform(to_stop="*STOP")
1	um *STOP to *STREET	inform(to_street="*STREET")&inform(from_stop="*STOP")
1	*CITY street	inform(city="*CITY")
1	delan- street	null()
1	grind street	null()
1	-klin street and going to *STOP	inform(to_stop="*STOP")
7	*NUMBER street	null()
1	*BOROUGH *STREET to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")
1	*CITY *STREET	inform(street="*STREET")&inform(city="*CITY")
6	from *STREET *BOROUGH	inform(from_street="*STREET")&inform(from_borough="*BOROUGH")
1	from *STREET *BOROUGH to *CITY	inform(from_street="*STREET")&inform(from_borough="*BOROUGH")&inform(to_city="*CITY")
7	from *STREET *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")
1	from *STREET 	inform(from_street="*STREET")
6	from *STREET	inform(from_street="*STREET")
1	from *STREET t-	inform(from_street="*STREET")
2	from *STREET to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")
6	no *STREET	inform(street="*STREET")&negate()
1	*NUMBER *STREET	inform(street="*STREET")
1	-om *STREET	inform(street="*STREET")
2	the *STREET	inform(street="*STREET")
1	to *STREET and	inform(to_street="*STREET")
3	to *STREET and *STREET	inform(to_street="*STREET")&inform(to_street2="*STREET")
1	to *STREET at *NUMBER o'clock	inform(to_street="*STREET")&inform(time="*TIME")
16	to *STREET	inform(to_street="*STREET")
1	yes *STREET	inform(street="*STREET")&affirm()
1	yes *STREET to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")&affirm()
1	rather take the *VEHICLE	inform(vehicle="*VEHICLE")
1	i tell you what i want to get to *STREET	inform(to_street="*STREET")&inform(city="*CITY")&inform(task="find_connection")
1	bye thank you	bye()&thankyou()
2	no thank you goodbye	bye()&negate()&thankyou()
2	ok thank you good bye	bye()&thankyou()&ack()
2	ok thank you goodbye	bye()&thankyou()&ack()
2	ok thank you	thankyou()&ack()
1	okay thank	thankyou()&ack()
2	okay thank you goodbye	bye()&thankyou()&ack()
1	okay thank you	thankyou()&ack()
1	thank thank you goodbye	bye()&thankyou()
1	yes thank you	affirm()&thankyou()
1	no that is incorrect	negate()
1	and the connection	inform(task="find_connection")
1	and the distance of the trip	request(distance)
1	and the time for *CITY	inform(in_city="*CITY")
1	and the weather	inform(task="weather")
1	cancel the *VEHICLE	deny(vehicle="*VEHICLE")
1	change the destination to *STOP	inform(to_stop="*STOP")
2	change the destination to *STREET	inform(to_street="*STREET")
1	duration the *CITY is recorded	null()
1	-each the destination and what time will i be there	request(arrival_time="*ARRIVAL_TIME")
1	from the *STOP to the *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")
1	from the *STREET to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")
1	is the time needed for the journey and the arrival time at the destination	request(arrival_time="*ARRIVAL_TIME")&request(duration)
1	of the trip	null()
1	to the *STOP	inform(to_stop="*STOP")
1	whats the duration time	null()
1	whats the weather forecast and the time for *BOROUGH	inform(in_borough="*BOROUGH")&inform(task="weather")
1	what's the arrival time at the destination	request(arrival_time="*ARRIVAL_TIME")
1	what's the connect connection in *NUMBER an hour	inform(departure_time_rel="*DEPARTURE_TIME_REL")&inform(task="find_connection")
1	what's the connection at *NUMBER	inform(departure_time="*DEPARTURE_TIME")&inform(task="find_connection")
2	what's the distance of the trip	request(distance)
2	what's the duration of the trip	request(duration)
1	what's the time in manny	request(current_time="*CURRENT_TIME")
1	what's the time in my favorite at *CITY	inform(in_city="*CITY")&request(current_time="*CURRENT_TIME")
1	what's the time in my um in my town	request(current_time="*CURRENT_TIME")
1	what's the time	request(current_time="*CURRENT_TIME")
1	what's the weather forecast for *CITY *STATE	inform(in_city="*CITY")&inform(state="*STATE")&inform(task="weather")
1	what's the weather forecast in *CITY *STATE	inform(in_city="*CITY")&inform(in_state="*STATE")&inform(task="weather")
1	what's the weather forecast	inform(task="weather")
1	what's the weather in *BOROUGH	inform(in_borough="*BOROUGH")&inform(task="weather")
1	what's the weather in *CITY *CITY	inform(in_city="*CITY")&inform(in_state="*STATE")&inform(task="weather")
1	what's the weather in *CITY	inform(in_city="*CITY")&inform(task="weather")
2	what's the weather	inform(task="weather")
1	what's the weather in	inform(task="weather")
1	what's the weather like in *BOROUGH	inform(in_borough="*BOROUGH")&inform(task="weather")
2	what's the weather like in *CITY	inform(in_city="*CITY")&inform(task="weather")
2	what's the weather like	inform(task="weather")
1	alright then go to *STREET	inform(to_street="*STREET")
1	well then you should listen	ack()
4	are there any connections	inform(alternative="dontcare")
1	are there any transfers	request(num_transfers)
2	is there a connection after that	inform(task="find_connection")&inform(alternative="next")
3	is there a connection at *NUMBER *AMPM	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
1	is there a connection at *NUMBER in the *AMPM	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
1	is there a connection at *NUMBER o'clock *AMPM	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
3	is there a connection by *VEHICLE	inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	is there a connection	inform(task="find_connection")
1	is there a connection in *NUMBER an hour	inform(departure_time_rel="*DEPARTURE_TIME_REL")&inform(task="find_connection")
